28;;;CEO, CIO e integrador têm de se unir em prol da transformação digital;;;O grande desafio para o CIO é conseguir sair das demandas operacionais de tecnologia do dia a dia e ficar mais próximo do CEO e do negócio;;;Gestao
29;;;CMOs são os primeiros a serem responsabilizados por metas não atingidas, indica pesquisa;;;Estudo da Accenture revela que, para vencer a corrida dos C-Level, é indispensável liderar a agenda de crescimento disruptivo;;;Gestao
30;;;Desafios da transformação digital;;;A velocidade da revolução digital traz oportunidades e ameaças aos mercados, exigindo alinhamento e integração em várias funções das organizações;;;Gestao
31;;;É hoje! Prêmio IT Leaders 2016 revela os vencedores nesta quinta;;;Veja quem são os líderes brasileiros de TI que concorrem nas 17 categorias da premiação;;;Gestao
32;;;Mercado de ERP no Brasil é mapeado pela primeira vez;;;Estratégia de ERP que suporte a jornada das empresas rumo a novos modelos de negócios digitais é uma necessidade atual no país, mostra relatório do Gartner;;;Gestao
33;;;O que você faria se a história da sua empresa fosse totalmente apagada?;;;Muitas organizações não percebem a importância de priorizarem a cópia de segurança das informações, já que esse é um processo muito mais complexo do que parece;;;Gestao
34;;;Malwee implanta sistema de gestão e melhora atendimento ao consumidor;;;Companhia implanta sistema para gerenciar suas lojas e franquias que puderam melhorar o atendimento ao consumidor;;;Gestao
35;;;Seguradora implanta módulo de recebimento com cartão para facilitar compra de seguros;;;Sompo Seguros está em fase final de implementação em seu ERP de um módulo para recebimento de pagamentos com cartões de crédito para oferecer aos seus mais de 3 milhões de segurados uma opção ágil de contratação de seguros;;;Gestao
36;;;Lojas Renner simplifica operações com pacote integrado de aplicativos em nuvem;;;Rede varejista de moda que opera mais de 470 lojas sob as marcas Renner, Youcom e Camicado decidiu adotar uma solução padrão para a marca com objetivo de aumentar a produtividade e eficiência;;;Gestao
37;;;Banco Industrial melhora gestão de dados de clientes com ferramenta de MDM;;;Com implantação de plataforma de gestão de dados mestres (MDM), banco conseguiu ter uma visão única de cada correntista e, ao mesmo tempo, eliminar o risco de duplicidade e inconsistência de informações;;;Gestao
38;;;Atento anuncia David Cardoso para comandar unidade digital;;;A Atento Digital é uma recém-criada unidade global de negócios, que integra os ativos digitais da Atento para gerar valor adicional para os clientes no relacionamento com o consumidor;;;Gestao
39;;;Nuvem impulsiona resultados da SAP no Brasil pelo sexto trimestre seguido;;;Globalmente, a receita da empresa com subscrições de cloud e suporte totalizou 932 milhões de euros, o que representa um crescimento de 29% na comparação com igual período do ano passado;;;Gestao
40;;;Maioria dos usuários SAP pretende continuar com versão atual de ERP;;;Pesquisa com usuários aponta como motivo para continuarem com a versão do sistema de gestão empresarial que já utilizam os custos entre US$ 10 milhões e US$ 100 milhões para reimplementar o S/4HANA;;;Gestao
41;;;InterSystems nomeia Alexandre Tunes como country sales manager para o Brasil;;;Com 20 anos de experiência em empresas de tecnologia da informação, como SAS Institute, SAP e Oracle, executivo atuava na InterSystems como gerente de vendas para data plataforma;;;Gestao
42;;;Francisco Donato deixa Carrefour para se tornar sócio da Brasil/CT;;;Com mais de 15 anos de experiência no varejo, o empresário chega para acelerar grandes projetos de full commerce e participar de projetos inovadores, como nova fintech que lançada este ano;;;Gestao
43;;;Tech Data nomeia Deena Piquion para ocupar vice-presidência da América Latina e Caribe;;;Na nova função, a executiva supervisionará a direção e a execução estratégica de todas as funções de vendas, marketing e operações da empresa, inclusive a divisão de exportação da América Latina com sede em Miami;;;Gestao
44;;;Fábricas do futuro precisam de engenheiros do futuro;;;A educação em engenharia precisa de uma nova abordagem para atender às recentes habilidades exigidas por esse novo ambiente;;;Gestao
45;;;Número de executivos brasileiros engajados em segurança é baixo;;;Em empresas nas quais o conselho de administração tem um alto nível de engajamento, os níveis de segurança e o uso de boas práticas apresentam níveis consideravelmente melhores;;;Gestao
46;;;Facebook abre 31 vagas no Brasil e procura country manager;;;Maior rede social do mundo está com dezenas de cargos abertos para seu escritório em SP. Lista inclui posições de chefia no Instagram;;;Gestao
47;;;Mahindra Comviva nomeia novo CEO para América Latina;;;Empresa designou Rafael Olivares como o novo diretor executivo. Jorge Brunfman deixa o cargo de CEO, mas continua como membro do conselho da empresa na Argentina;;;Gestao
48;;;Rosano Moraes assume vice-presidência de vendas para a AL da Riverbed;;;Executivo assume a estratégia e execução de vendas tendo como foco impulsionar o crescimento da empresa na região;;;Gestao
49;;;Antonio Carlos Valente assume cargo de chairman da everis Brasil;;;Executivo chega com o desafio de expandir os negócios da empresa no país, que, segundo ela, vêm crescendo cerca de 20% ao ano nos últimos cinco anos;;;Gestao
50;;;Presidente do Seprorgs assume comando do CETI-RS;;;Diogo Rossato, presidente do sindicato das empresas de informática do Rio Grande do Sul, irá comandar também o Conselho das Entidades de TI do Estado;;;Gestao
51;;;Rimini Street aposta no crescimento e aumenta investimento no Brasil;;;Segundo o CEO, Seth Ravin, país é um dos mercados mais importantes para a companhia no mundo e, junto com o Japão, é um dos que mais crescem;;;Gestao
52;;;O cliente pediu monitoring. Você está entregando moniboring?;;;Monitorar vai muito além de instalar ferramentas e configurar os níveis de alertas. É preciso entregar uma visão de impacto ao negócio;;;Gestao
53;;;Visão do especialista: oito erros das empresas no suporte ao cliente;;;O serviço de suporte ao consumidor responde por grande parte da reputação das empresas; conheça os erros mais comuns e como evitá-los;;;Gestao
54;;;Windows 10: Suporte só começará a contar quando cliente usar sistema;;;Fabricante pretende acabar com modelo tradicional, que contava com datas de aposentadoria definidas;;;Gestao
55;;;Rescue Lens, da LogMeIn, amplia alcance da assistência técnica com vídeo;;;Aplicativo de suporte remoto utiliza o recurso do vídeo do smartphone para o usuário mostrar o problema e receber instruções do suporte;;;Gestao
56;;;Sage cria programa de mentoria para aperfeiçoamento de funcionárias;;;Fabricante britânica de software criou o programa de mentoria Women@Sage para apoiar e desenvolver as competências de suas funcionárias;;;Gestao
57;;;Pure Storage nomeia Charles Giancarlo para o cargo de CEO global;;;Executivo substitui Scott Dietzen, atual CEO, que agora assume a presidência do conselho de administração da companhia;;;Gestao
58;;;Cássio Pantaleoni é o novo presidente do SAS Brasil;;;Executivo terá a missão manter o ritmo de crescimento e promover uma atuação ainda mais estratégica da empresa no mercado brasileiro;;;Gestao
59;;;Em Curitiba, CIO Perspectives abre conversa entre líderes de TI e startups;;;Evento acontece no próximo dia 9 de agosto com a presença de CIOs das principais empresas da região e empreendedores;;;Gestao
60;;;Indiana Zoho amplia foco no Brasil e quer ganhar mercado das PMEs;;;Companhia aposta na Zoho One, sua recém-lançada suíte que reúne 35 aplicativos corporativos ao custo de US$ 30 por mês por usuário;;;Gestao
61;;;Marisa anuncia novo diretor de TI;;;A rede de moda feminina e lingerie anunciou Rodrigo Baldini como novo diretor de TI. O executivo chega à companhia após um período na Drogaria Onofre;;;Gestao
62;;;Seja o líder da transformação digital que todos querem seguir;;;Organizações precisam ser lideradas com audácia e visão de futuro, principalmente as indústrias que estão passando por grandes transformações digitais;;;Gestao
63;;;Como uma antropóloga tem ajudado a humanizar a tecnologia;;;Martha Bird explica como o seu trabalho na ADP tem ajudado a criar interfaces conversacionais e chatbots que podem servir a diferentes audiências, culturas e geografias;;;Gestao
64;;;BMC anuncia Márcia Nakahara como diretora geral para o Brasil;;;Com mais de 25 anos de experiência, executiva assume novo cargo com a missão de impulsionar o crescimento dos negócios digitais e garantir o engajamento das equipes;;;Gestao
65;;;Novo Simples, reforma tributária e extensão da cobrança do ISS elevam custos das empresas de TI;;;Planejamento e enquadramento tributário adequados previnem empresas de pagar mais tributos e possibilitam até a diminuição de gastos, garante especialista;;;Gestao
66;;;Polycom anuncia nomeação de novo diretor regional para o Brasil;;;Paulo David, que está na Polycom há mais de 9 anos, será responsável pelas operações da companhia no país;;;Gestao
67;;;Fabricante de tintas investe em business analytics e torna força de vendas mais eficaz;;;A Sayerlack, fabricante brasileira de tintas e vernizes para madeira, apostou no Smart Analytics da Totvs para gerar relatórios com informações atualizadas e garantir uma tomada de decisão mais ágil e precisa;;;Gestao
68;;;Sompo Seguros contrata Wander Bringhenti como novo diretor de TI;;;Executivo chega com a missão de incrementar o atendimento ao cliente e suporte aos novos negócios da companhia;;;Gestao
69;;;8 principais orientações ao CIO hospitalar;;;Estar atento a tudo o que pode acontecer na área de tecnologia, auxilia os profissionais de saúde para que a maioria das ações ocorra da melhor maneira possível, enfatiza guia da Pixeon;;;Gestao
70;;;As principais etapas da transformação digital, segundo o Gartner;;;Para tirar proveito desse novo mundo, é preciso saber explorar, planejar, entregar e evoluir a estratégia de plataforma digital, diz a consultoria;;;Gestao
71;;;Benefícios da gestão de riscos no setor público;;;Embora não seja totalmente nova na administração pública brasileira, a gestão de riscos cada vez mais vem sendo incorporada por órgãos de governo;;;Gestao
72;;;Três passos para aproveitar o melhor da TI híbrida;;;Estabelecer um planejamento, definir prioridades e rever os processos são os principais pontos para se obter os resultados de negócios que a empresa almeja;;;Gestao
73;;;Acionistas do Facebook querem a saída de Mark Zuckerberg da presidência do conselho;;;Grupo que quer a substituição do CEO do conselho é formado por acionistas que também são membros da associação de defesa do consumidor SumOfUs;;;Gestao
74;;;Saiba tudo sobre a abordagem Zero Trust;;;O modelo de segurança alternativo envolve alteração na postura, política e processo da empresa para resolver problemas de estratégias falhas;;;Gestao
75;;;A relevância da segurança de dados nos negócios;;;Ao alinhar as boas práticas de segurança às tecnologias mencionadas acima, é possível obter excelentes níveis de proteção de dados;;;Gestao
76;;;Pesquisa relaciona automação de processos a ganhos de produtividade;;;Levantamento realizado pela Iteris identificou que 85% das empresas fazem a gestão de processos principalmente via e-mail;;;Gestao
77;;;Shadow IT: o CIO que diz sim;;;Vivemos, agora, a era em que com todo o critério, a partir de informações muito bem fundamentadas, o CIO pode dizer sim;;;Gestao
78;;;Desatualização é a vulnerabilidade crítica mais comum no Brasil;;;Empresas ainda têm dificuldades em manter sistemas atualizados, deixando ambientes vulneráveis a violações de dados;;;Gestao
79;;;CGI.br emite nota sobre consulta do MCTIC para mudar estrutura do órgão;;;Em comunicado, Comitê Gestor da Internet diz que receberá contribuições da consulta pública do governo. ONGs divulgaram nota de repúdio contra consulta;;;Gestao
80;;;Marketing e vendas habitam planetas muito diferentes;;;Quando o marketing apoia as vendas, encurtando o ciclo de comercialização, as taxas de sucesso surpreendem;;;Gestao
81;;;VMware firma parceria com Google para gerenciar dispositivos Chrome a partir da nuvem;;;Acordo foi feito por meio da AirWatch, subsidiária da VMware especializada em software de MDM, que fará o gerenciamento de todos os dispositivos de empresas a partir da nuvem;;;Gestao
82;;;Sabesp substitui sistemas antigos por soluções da SAP;;;Companhia de saneamento básico do Estado de São Paulo adotou SAP ERP e SAP HANA  para modernizar seus sistemas de gestão gerenciais e empresariais;;;Gestao
83;;;EFD-Reinf: desafios e possibilidades;;;Essa nova obrigação acessória passará a recepcionar mensalmente outras informações até então declaradas ao Fisco anualmente;;;Gestao
84;;;CPFL Energia unifica banco de dados de mais de 8 mil funcionários;;;Distribuidora de energia implantou uma solução que, além de unificar, permite acesso rápido aos registros que auxiliam na tomada de decisões estratégicas;;;Gestao
85;;;Storage definido por software se firma como forte tendência para 2018;;;Pesquisa mostra que a maior parte das empresas migrará já no próximo ano para o armazenamento definido por software. Brasil acompanha esta tendência;;;Infraestrutura
86;;;Cristina Brisola assume direção da Hitachi Data Systems no Brasil;;;Executiva passa a ser a nova country manager da companhia, com a missão de triplicar o tamanho da operação nos próximos três anos;;;Infraestrutura
87;;;HPE compra empresa de armazenamento Nimble Storage por US$1 bilhão;;;Aquisição representa esforço da empresa em ampliar ofertas na área após cortar laços com a EMC, que agora faz parte da Dell;;;Infraestrutura
88;;;Embraco ganha agilidade e disponibilidade com nova solução de armazenamento;;;O tempo de resposta das aplicações e acesso ao storage foi melhorado em 80% após adoção do HPE 3PAR StoreServ 8400;;;Infraestrutura
89;;;Chegou a vez do storage definido por software;;;SDS revela-se útil por economizar tempo que pode ser redistribuído de volta ao negócio, suportando o crescimento das organizações;;;Infraestrutura
90;;;Fabricante de chip Broadcom compra Brocade por US$ 5,5 bilhões;;;Após conclusão da transação, a ideia é fatiar a empresa comprada em distintas divisões de negócio;;;Infraestrutura
91;;;Wagner Tadeu deixa comando da Pure Storage Brasil;;;Paulo de Godoy, responsável pela área comercial da fabricante no País, coordenará a subsidiária até a nomeação de um substituto;;;Infraestrutura
92;;;Hospital das Forças Armadas automatiza gestão e adquire novo sistema de storage;;;O HFA tem cerca de 1,5 mil usuários cadastrados, que fazem 500 acessos simultâneos na rede, e atende a 500 mil pessoas por ano;;;Infraestrutura
93;;;Embratel lança serviço de armazenamento de dados na nuvem ;;;Cloud Storage e a Network Storage são as novas soluções de Storage as a Service, em que o usuário paga de acordo com o uso ;;;Infraestrutura
94;;;Dell EMC corrige falhas críticas em storages da linha VMAX;;;Três vulnerabilidades foram apontadas como críticas, passíveis de expor arquivos sensíveis ou comprometer ambientes inteiros;;;Infraestrutura
95;;;Troca privada de dados entre empresas deve superar a internet, indica estudo;;;A troca de dados entre empresas deve alcançar um volume cerca de seis vezes superior ao tráfego IP global até 2020, de acordo com o Global Interconnection Index;;;Infraestrutura
96;;;UOLDiveo adota tecnologia flash para ampliar oferta de serviços de data center;;;Com a tecnologia totalmente flash da Pure Storage, empresa reduziu espaço físico no data center, diminuiu consumo de energia e expandiu portfólio de serviços;;;Infraestrutura
97;;;Apple investirá US$ 921 milhões em novo data center na Dinamarca;;;Unidade será o segundo centro de processamento da companhia no país europeu. Instalação dará suporte a serviços online e será alimentada totalmente com energia renovável;;;Infraestrutura
98;;;Odata investe US$ 100 milhões na Colômbia e inicia nova fase de data center em SP;;;O primeiro prédio, que começa a ser construído no segundo semestre deste ano e entrará em funcionamento no começo de 2018, ficará localizado próximo a capital Bogotá;;;Infraestrutura
99;;;Carro autônomo: A chave está no data center;;;O veículo autônomo típico, dirigido cerca de 90 minutos por dia, gerará cerca de 4 terabytes de dados. Para atender esta demanda, a disponibilidade do data center será crucial;;;Infraestrutura
100;;;Lenovo anuncia novo portfólio de infraestrutura para data center;;;Fabricante chinesa lançou nesta terça-feira, 20, o que classifica como seu maior e mais abrangente portfólio de servidores, sistemas de armazenamento, dispositivos de rede, softwares e serviços para data center;;;Infraestrutura
101;;;Mandic adquire divisão de prestação de serviços cloud computing da Ascenty;;;Com a transação, cujo valor não foi revelado, a Mandic passará a utilizar a infraestrutura de data center e conectividade da Ascenty para oferta de serviços em nuvem;;;Infraestrutura
102;;;Equinix assina acordo definitivo com Verizon e adquire 29 data centers por US$ 3,6 bilhões;;;Aquisição traz 600 novos clientes para a carteira da companhia, além de ampliar sua presença em três novos mercados — Bogotá, Culpeper e Houston;;;Infraestrutura
103;;;Ascenty coloca em operação sexto data center no Brasil, de R$ 200 milhões;;;Nova unidade, denominada São Paulo 2, conta subestação própria, com 20 MVA de potência total e entrada redundante de energia, e sistema de resfriamento interno;;;Infraestrutura
104;;;Realidade virtual e realidade aumentada: A reinvenção do data center;;;Soluções de VR/AR demandam profundas mudanças na infraestrutura de TIC, em especial nos data centers, o coração de todas as aplicações virtuais;;;Infraestrutura
105;;;Teles ignoram reclamações de usuários no Reclame Aqui;;;Site diz receber cerca de 500 mensagens por mês de consumidores reclamando apenas sobre essa falta de resposta das empresas;;;Infraestrutura
106;;;Vivo cria serviço que usa IoT para ajudar empresas a economizarem energia;;;Operadora diz que solução possibilita previsibilidade maior na fatura e um gerenciamento mais eficiente sobre os principais pontos de consumo de energia;;;Infraestrutura
107;;;Número de linhas de telefonia fixa volta a registrar queda em maio;;;A redução do número total de linhas em operação no mês foi de 75,3 mil, segundo dados divulgados nesta segunda-feira, 17, pela Anatel;;;Infraestrutura
108;;;Equipamento de telecom sem origem comprovada poderá ser considerado roubado;;;Punição prevista na LGT é de detenção de dois a quatro anos, aumentada em 50% se houver dano a terceiro, e multa de R$ 10 mil;;;Infraestrutura
109;;;Embratel lança solução em cloud para distribuição de vídeo pela internet;;;Empresa vai disputar espaço no mercado de distribuição de conteúdo digital com solução escalável que suporta modelo de pagamento por demanda;;;Infraestrutura
110;;;Angola Cables conclui etapa-chave de cabo que vai interligar Angola ao Brasil;;;Com a finalização da construção do SACS pela NEC, cabo entra na fase de transporte para a costa angolana, por onde será iniciada sua instalação rumo à Fortaleza;;;Infraestrutura
111;;;Por que DevOps e analytics têm papel chave nas operações de telecom;;;DevOps permite que as operações de telecomunicações acompanhem a nova realidade tecnológica, sem deixar para trás os sistemas legados;;;Infraestrutura
112;;;Correios lançam serviço de telefonia com acesso grátis ao WhatsApp;;;Chamada de Correios Celular, nova operadora virtual começa a funcionar nesta semana em São Paulo. Plano pré-pago custa R$ 30 ao mês;;;Infraestrutura
113;;;Telefónica e Ericsson fazem demonstração de direção remota em 5G;;;Motorista em local remoto possui a experiência graças ao streaming com vídeo 4K e sensores transmitidos diretamente do carro para o motorista, além do controle-resposta tátil ao volante;;;Infraestrutura
114;;;Big data pode se tornar novo gerador de receita para operadoras latino-americanas;;;Alinhamento de dados dos consumidores com dados da rede é a chave do sucesso, aponta relatório da Frost &amp; Sullivan;;;Infraestrutura
115;;;Empresa europeia de virtualização de legados firma parceria com fabricante brasileira;;;Recém-chegada ao Brasil, Stromasys, fornecedora de soluções de emulação de servidores legados de multiplataformas corporativas, se une à MPE Soluções para expandir presença no país;;;Infraestrutura
116;;;Vendas de servidores x86 cresce 12% em receita no Brasil no primeiro trimestre;;;Entre janeiro e março deste ano, setor movimentou US$ 116 milhões.  Em unidades, o crescimento foi de 15% na comparação ano sobre ano;;;Infraestrutura
117;;;IBM lança primeiro mainframe com capacidade de criptografar dados;;;Segundo a empresa, o IBM z14 é capaz de processar mais de 12 bilhões de transações criptografadas por dia e possibilita criptografia de dados 24x7;;;Infraestrutura
118;;;Microsoft e Amazon ampliam ofertas de infraestrutura de nuvem para SAP HANA;;;Novos serviços têm objetivo de fornecer aos clientes configurações de múltiplos nós em hardware com grande capacidade de memória para cargas de trabalho;;;Infraestrutura
119;;;Milhões de sites são afetados por vulnerabilidade em servidor web da Microsoft;;;Exploit para brecha encontrada no Microsoft IIS 6 foi publicado, aumentando o risco de ataques. Versão do servidor web é amplamente utilizada;;;Infraestrutura
120;;;China investe US$ 22 bilhões para expandir indústria de chips;;;Gigante asiático tem tentado superar fabricantes estrangeiras, como Qualcomm e Intel. Grupo que recebeu aporte, Tsinghua é um dos líderes na produção de chips móveis na China;;;Infraestrutura
121;;;Mercado global de servidores registra ligeira queda em 2016;;;A receita caiu 2,7% e o número de servidores comercializados aumentou 0,1% ao longo do ano passado, aponta estudo do Gartner;;;Infraestrutura
122;;;Divisão Q, da IBM, inclui computador quântico de 50 qubits;;;Com o IBM Q empresa diz estar pronta para transformar a computação quântica em um negócio real;;;Infraestrutura
123;;;Receita global da indústria de servidores tem queda de 5,8% no terceiro trimestre;;;As remessas globais caíram 2,6% em relação ao ano anterior. Entre os cinco maiores fornecedores, apenas a Cisco teve aumento na receita, aponta o Gartner;;;Infraestrutura
124;;;Japão prepara supercomputador para 2017 com foco em eficiência;;;Com o projeto, o país também espera destronar a China e ter o supercomputador mais rápido do mundo até o fim do próximo ano;;;Infraestrutura
125;;;Fundo Francisco Partners conclui aporte de US$ 200 milhões em subsidiária da Ericsson;;;O fundo de private equity realizou o investimento na iconectiv, fornecedora de soluções de interconexão de redes e portabilidade numérica, passando a deter participação de 16,7% na empresa;;;Infraestrutura
126;;;Futuro da tecnologia 5G requer maior capacidade dos provedores de serviço;;;Espera-se que o tráfego móvel alcance bilhões de conexões até 2020, o que representa um desafio para as operadoras, segundo a CommScope;;;Infraestrutura
127;;;Uso de WANs definidas por software deve crescer 90% até 2020;;;Estudo da Forrester Research revela que somente nos EUA 64% das empresas planejam implantar ou substituir a WAN tradicional por uma solução SD-WAN nos próximos 12 meses;;;Infraestrutura
128;;;Intel faz parceria com AT&amp;T e Ericsson para testar 5G em serviço de streaming;;;Teste vai permitir que clientes residenciais e corporativos acompanhem transmissões ao vivo no serviço DirecTV Now e experimentem serviços de banda larga mais rápidos;;;Infraestrutura
129;;;A estrada para a 5G no Brasil;;;O Brasil está distante dos mercados desenvolvidos no quesito conectividade, pois a 4G ainda não está disponível em quase 80% dos municípios;;;Infraestrutura
130;;;Cisco anuncia rede intuitiva para melhorar desempenho a partir do tráfego;;;A nova solução de rede, segundo a empresa, é capaz de reconhecer comportamentos de tráfego, antecipando as ações dos usuários;;;Infraestrutura
131;;;Brasil é o único país da América Latina com mais de 30% do espectro outorgado;;;Apesar disso, nenhum país da região atingiu 35% do espectro sugerido pela UIT como fundamental para um melhor desempenho da banda larga móvel e a implantação das redes 5G;;;Infraestrutura
132;;;Brasil e Peru firmam acordo para integração de redes de telecomunicações;;;Acordo visa a integração da oferta de serviços de telecomunicações, com confiabilidade, segurança, baixo custo e velocidade na comunicação de dados;;;Infraestrutura
133;;;CommScope e Kathrein firmam acordo de licenciamento cruzado de patentes;;;Acordo entre as empresas se refere a antenas base station passivas, sistemas de antenas distribuídas (DAS) e filtros;;;Infraestrutura
134;;;Arezzo customiza rede para aumentar disponibilidade e segurança;;;Rede de calçados, bolsas e acessórios femininos remodelou sua infraestrutura a fim de reduzir as possibilidades de incidentes e elevar o desempenho global e dar mais segurança aos processos;;;Infraestrutura
135;;;Dell renova portfólio de notebooks 2 em 1 corporativos;;;Com formato que combina notebook e tablet, as linhas Latitude 5000 e 7000 incluem recursos de segurança como autenticação multifator, criptografia e proteção contra malware;;;Infraestrutura
136;;;Vendas mundiais de PCs caem 4,3% no segundo trimestre;;;Remessas de computadores pessoais totalizaram 61,1 milhões de unidades no período de abril a junho. Este foi o 11º trimestre consecutivo de queda nas vendas, segundo o Gartner;;;Infraestrutura
137;;;Produção da indústria eletroeletrônica cresce 3% no primeiro trimestre;;;Segundo a Abinee, desempenho foi melhor que o apresentado pela indústria geral e pela indústria de transformação;;;Infraestrutura
138;;;Pesquisadores da IBM batem recorde ao armazenar 330 TB em fita magnética;;;A gigante da tecnologia conseguiu alcançar densidade de 201 GB por polegada quadrada, superando em mais de 20 vezes o valor alcançado em drives vendidos atualmente;;;Infraestrutura
139;;;Samsung supera Intel como maior fabricante de chips no mundo;;;Fabricante sul-coreana registrou uma receita de US$15,8 bilhões no trimestre, superando os US$14,76 bilhões da concorrente;;;Infraestrutura
140;;;Atos lança primeiro supercomputador com chip ARM;;;Novo Bull Sequana X1310 chega após anos de desenvolvimento para garantir mais eficiência e desempenho em exa-escala;;;Infraestrutura
141;;;Receita mundial da indústria de semicondutores deve superar a casa dos US$ 400 bi neste ano;;;De acordo com o Gartner, esta será a primeira vez que o montante do mercado global de semicondutores deve ultrapassar os US$ 400 bilhões;;;Infraestrutura
